accNumber,N_Mvt,Journal,Date,Piece_Number,S,Reference,Debit,Credit,Total
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"325,00",NaN,"-5 163,40"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 149,80","-7 313,20"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 11/2015,"325,00",NaN,"-6 988,20"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"145,00","-7 133,20"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) 08/15+10/15+12/15,"7 656,00",NaN,"522,80"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 02/2016,"282,00",NaN,"804,80"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 02/2016,NaN,"2 483,30","-1 678,50"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 02/2016,"25,00",NaN,"-1 653,50"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 02/2016,"681,60",NaN,"-971,90"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"1 640,32",NaN,"668,42"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"293,70",NaN,"962,12"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"223,30","738,82"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"445,55",NaN,"1 184,37"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 677,00","-1 492,63"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"445,55",NaN,"-1 047,08"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 372,20","-3 419,28"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"427,70","-3 846,98"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"1 964,45",NaN,"-1 882,53"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"2 833,05",NaN,"950,52"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"389,14",NaN,"1 339,66"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 591,40","-1 251,74"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"166,20","-1 417,94"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"39,70","-1 457,64"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Retenue d'impôt sur trait...,"390,41",NaN,"-1 067,23"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Retenue d'impôt sur trait...,NaN,"2 169,30","-3 236,53"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"1 804,29",NaN,"-1 432,24"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"8,81","-1 441,05"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 337,20","-3 778,25"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"378,39",NaN,"-3 399,86"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 097,20","-5 497,06"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"2 315,26",NaN,"-3 181,80"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"52,55",NaN,"-3 129,25"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 441,40","-5 570,65"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"23,94",NaN,"-5 546,71"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"167,22",NaN,"-5 379,49"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"260,88",NaN,"-5 118,61"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"681,31",NaN,"-4 437,30"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"23,96",NaN,"-4 413,34"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"284,69",NaN,"-4 128,65"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"2 081,65",NaN,"-2 047,00"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"66,48",NaN,"-1 980,52"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"26,30",NaN,"-1 954,22"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"90,00",NaN,"-1 864,22"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"35,40","-1 899,62"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"222,86",NaN,"-1 676,76"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"26,80",NaN,"-1 649,96"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) IMPOT,"203,79",NaN,"-1 446,17"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"532,77",NaN,"-913,40"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 078,80","-2 992,20"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Retenue d'impôt sur tr...,"923,36",NaN,"-2 068,84"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"77,00",NaN,"-1 991,84"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"72,00",NaN,"-1 919,84"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"901,10",NaN,"-1 018,74"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"152,91",NaN,"-865,83"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,"337,74",NaN,"-528,09"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"2 785,50","-3 313,59"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Retenue d'impôt sur trai...,NaN,"76,50","-3 390,09"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,"2 650,05",NaN,"-740,04"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,"272,45",NaN,"-467,59"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,"420,40",NaN,"-47,19"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,NaN,"2 205,00","-2 252,19"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,"11,65",NaN,"-2 240,54"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,"24,00",NaN,"-2 216,54"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,NaN,"86,60","-2 303,14"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,"1 496,12",NaN,"-807,02"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,NaN,"1 811,20","-2 618,22"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,Retenue d'impôt sur trait. et ...,"1 736,40",NaN,"-881,82"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,2020,"1 280,78",NaN,"398,96"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,12/2020,"232,12",NaN,"631,08"
4612400000,5015,AN,2021-01-01 00:00:00,40,S,12/2020,NaN,"1 983,70","-1 352,62"
4612400000,4689,SAL,2021-01-31 00:00:00,102,B,01/2021,"2,92",NaN,"-1 349,70"
4612400000,4689,SAL,2021-01-31 00:00:00,102,B,01/2021,"275,32",NaN,"-1 074,38"
4612400000,4689,SAL,2021-01-31 00:00:00,102,B,01/2021,NaN,"2 002,30","-3 076,68"
4612400000,4763,OD,2021-02-28 00:00:00,272,B,01/2021,"136,67",NaN,"-2 940,01"
4612400000,4763,OD,2021-02-28 00:00:00,272,B,01/2021,"90,40",NaN,"-2 849,61"
4612400000,4764,OD,2021-02-28 00:00:00,273,B,02/2021,"162,91",NaN,"-2 686,70"
4612400000,4764,OD,2021-02-28 00:00:00,273,B,02/2021,"505,13",NaN,"-2 181,57"
4612400000,4764,OD,2021-02-28 00:00:00,273,B,02/2021,NaN,"1 880,40","-4 061,97"
4612400000,4841,BLU05,2021-03-10 00:00:00,1147,B,ISA,"1 724,06",NaN,"-2 337,91"
4612400000,4806,SAL,2021-03-31 00:00:00,103,B,03/2021,NaN,"1,25","-2 339,16"
4612400000,4806,SAL,2021-03-31 00:00:00,103,B,03/2021,NaN,"122,50","-2 461,66"
4612400000,4807,SAL,2021-03-31 00:00:00,104,B,03/2021,"127,83",NaN,"-2 333,83"
4612400000,4807,SAL,2021-03-31 00:00:00,104,B,03/2021,"329,11",NaN,"-2 004,72"
4612400000,4807,SAL,2021-03-31 00:00:00,104,B,03/2021,NaN,"1 806,50","-3 811,22"
4612400000,4890,BLU05,2021-04-12 00:00:00,1162,B,Retenue d'impôt sur trait. et ...,"985,29",NaN,"-2 825,93"
4612400000,4891,BLU05,2021-04-14 00:00:00,1163,B,EXTR. ISA 2020,NaN,"1 370,26","-4 196,19"
4612400000,4891,BLU05,2021-04-14 00:00:00,1163,B,EXTR. ISA 2021,"2 345,15",NaN,"-1 851,04"
4612400000,4852,SAL,2021-04-30 00:00:00,105,B,04/2021,"114,99",NaN,"-1 736,05"
4612400000,4852,SAL,2021-04-30 00:00:00,105,B,04/2021,"333,75",NaN,"-1 402,30"
4612400000,4852,SAL,2021-04-30 00:00:00,105,B,04/2021,NaN,"1 889,90","-3 292,20"
4612400000,4944,BLU05,2021-05-05 00:00:00,1174,B,Retenue d'impôt sur trait. et ...,"1 564,91",NaN,"-1 727,29"
4612400000,4909,SAL,2021-05-31 00:00:00,106,B,05/2021,"132,25",NaN,"-1 595,04"
4612400000,4909,SAL,2021-05-31 00:00:00,106,B,05/2021,"333,02",NaN,"-1 262,02"
4612400000,4909,SAL,2021-05-31 00:00:00,106,B,05/2021,NaN,"1 866,40","-3 128,42"
4612400000,4997,BLU05,2021-06-09 00:00:00,1190,B,05/2021,"1 401,13",NaN,"-1 727,29"
4612400000,4970,SAL,2021-06-30 00:00:00,107,B,06/2021,"113,79",NaN,"-1 613,50"
4612400000,4970,SAL,2021-06-30 00:00:00,107,B,06/2021,"333,01",NaN,"-1 280,49"
4612400000,4970,SAL,2021-06-30 00:00:00,107,B,06/2021,NaN,"1 889,90","-3 170,39"
4612400000,,,,,,Solde compte créditeur,"49 239,63","52 410,02","-3 170,39"
4612400000,4690,A,2021-01-31 00:00:00,1899,B,WASSA 8301523165,NaN,"126,07","-126,07"
4612400000,4693,A,2021-01-25 00:00:00,1900,B,WASSA 8301521037 458.36,NaN,"74,02","-200,09"
4612400000,4694,A,2021-01-18 00:00:00,1901,B,WASSA 8301519343 3389.44,NaN,"547,39","-747,48"
4612400000,4695,A,2021-01-11 00:00:00,1902,B,WASSA 8301517640 2342.10,NaN,"378,25","-1 125,73"
4612400000,4703,A,2021-01-11 00:00:00,1909,B,ENGELBERT STRAUSS 151315320,NaN,"9,63","-1 135,36"
4612400000,4691,CA,2021-01-07 00:00:00,25,B,WASSA 9300301747,"74,55",NaN,"-1 060,81"
4614110000,4690,A,2021-01-31 00:00:00,1899,B,WASSA 8301523165,NaN,"126,07","-126,07"
4614110000,4693,A,2021-01-25 00:00:00,1900,B,WASSA 8301521037 458.36,NaN,"74,02","-200,09"
4614110000,4694,A,2021-01-18 00:00:00,1901,B,WASSA 8301519343 3389.44,NaN,"547,39","-747,48"
4614110000,4695,A,2021-01-11 00:00:00,1902,B,WASSA 8301517640 2342.10,NaN,"378,25","-1 125,73"
4614110000,4703,A,2021-01-11 00:00:00,1909,B,ENGELBERT STRAUSS 151315320,NaN,"9,63","-1 135,36"
4614110000,4691,CA,2021-01-07 00:00:00,25,B,WASSA 9300301747,"74,55",NaN,"-1 060,81"
4614110000,4692,CA,2021-01-07 00:00:00,26,B,WASSA 9300301748,"311,41",NaN,"-749,40"
4614110000,4696,CA,2021-01-11 00:00:00,27,B,WASSA 9300301904,"0,78",NaN,"-748,62"
4614110000,4685,V,2021-01-06 00:00:00,151123,B,SCHAUS CHRISTIANE 210000,NaN,"175,10","-923,72"
4614110000,4686,V,2021-01-18 00:00:00,151124,B,SOLUGERIM 210001,NaN,"459,00","-1 382,72"
4614110000,4687,V,2021-01-26 00:00:00,151125,B,FONDS DU LOGEMENT 210002,NaN,"774,31","-2 157,03"
4614110000,4688,V,2021-01-26 00:00:00,151126,B,FONDS DU LOGEMENT 210003,NaN,"1 513,55","-3 670,58"
4614110000,4709,V,2021-01-27 00:00:00,151127,B,CLIENTS CETREL LORANG,NaN,"12,08","-3 682,66"
4614110000,4710,V,2021-01-20 00:00:00,151128,B,CLIENTS CETREL,NaN,"4,01","-3 686,67"
4614110000,4711,V,2021-01-19 00:00:00,151129,B,CAISSE CLIENTS SANDRA,NaN,"5,33","-3 692,00"
4614110000,4712,V,2021-01-19 00:00:00,151130,B,CAISSE CLIENTS SANDRA,NaN,"0,53","-3 692,53"
4614110000,4713,V,2021-01-13 00:00:00,151131,B,CAISSE CLIENTS SANDRA,NaN,"6,82","-3 699,35"
4614110000,4961,V,2021-01-01 00:00:00,151192,B,FONDS DU LOGEMENT,NaN,"-59,16","-3 640,19"
4614110000,4766,A,2021-02-22 00:00:00,1922,B,WASSA 8301528807,NaN,"35,93","-3 676,12"
4614110000,4767,A,2021-02-15 00:00:00,1923,B,WASSA 8301527022,NaN,"190,10","-3 866,22"
4614110000,4768,A,2021-02-08 00:00:00,1924,B,WASSA 8301525013,NaN,"77,30","-3 943,52"
4614110000,4753,V,2021-02-16 00:00:00,151134,B,KNEIP COMMUNICATIONS 210013,NaN,"537,57","-4 481,09"
4614110000,4754,V,2021-02-10 00:00:00,151135,B,EISIUS NICOLAS 210012,NaN,"448,97","-4 930,06"
4614110000,4755,V,2021-02-09 00:00:00,151136,B,ROSSI ETS SCI 210011,NaN,"144,50","-5 074,56"
4614110000,4756,V,2021-02-03 00:00:00,151137,B,FONDS DU LOGEMENT 210010,NaN,"4,76","-5 079,32"
4614110000,4757,V,2021-02-03 00:00:00,151138,B,FONDS DU LOGEMENT 210009,NaN,"11,09","-5 090,41"
4614110000,4758,V,2021-02-02 00:00:00,151139,B,FONDS DU LOGEMENT 210008,NaN,"966,66","-6 057,07"
4614110000,4759,V,2021-02-02 00:00:00,151140,B,FONDS DU LOGEMENT 210007,NaN,"982,38","-7 039,45"
4614110000,4760,V,2021-02-02 00:00:00,151141,B,FONDS DU LOGEMENT 210006,NaN,"1 260,06","-8 299,51"
4614110000,4761,V,2021-02-02 00:00:00,151142,B,FONDS DU LOGEMENT 210005,NaN,"621,54","-8 921,05"
4614110000,4762,V,2021-02-02 00:00:00,151143,B,FONDS DU LOGEMENT 210004,NaN,"895,16","-9 816,21"
4614110000,4782,V,2021-02-28 00:00:00,151144,B,CAISSE CLIENTS,NaN,"13,46","-9 829,67"
4614110000,4803,V,2021-05-07 00:00:00,151145,B,LO GI CA SàRL,NaN,"145,30","-9 974,97"
4614110000,4805,V,2021-02-28 00:00:00,151146,B,ZEIMET CATHY,NaN,"-30,65","-9 944,32"
4614110000,4829,A,2021-03-29 00:00:00,1943,B,WASSA 8301538481 1155.97,NaN,"186,69","-10 131,01"
4614110000,4830,A,2021-03-22 00:00:00,1944,B,WASSA 8301536922 219.95,NaN,"35,52","-10 166,53"
4614110000,4831,A,2021-02-28 00:00:00,1945,B,WASSA 8301531102 245.29,NaN,"39,62","-10 206,15"
4614110000,4832,A,2021-03-15 00:00:00,1946,B,WASSA 8301535009 730.56,NaN,"117,99","-10 324,14"
4614110000,4833,A,2021-03-08 00:00:00,1947,B,WASSA 8301532985 901.12,NaN,"145,53","-10 469,67"
4614110000,4808,V,2021-03-02 00:00:00,151147,B,il sorriso 210018,NaN,"72,77","-10 542,44"
4614110000,4809,V,2021-03-02 00:00:00,151148,B,FONDS DU LOGEMENT 210016,NaN,"743,39","-11 285,83"
4614110000,4810,V,2021-03-02 00:00:00,151149,B,FONDS DU LOGEMENT 210015,NaN,"1 466,75","-12 752,58"
4614110000,4811,V,2021-03-02 00:00:00,151150,B,FONDS DU LOGEMENT 210017,NaN,"984,79","-13 737,37"
4614110000,4812,V,2021-03-02 00:00:00,151151,B,MAUER NANCY 210019,NaN,"302,60","-14 039,97"
4614110000,4813,V,2021-03-08 00:00:00,151152,B,SOLUGERIM 210020,NaN,"127,50","-14 167,47"
4614110000,4814,V,2021-03-09 00:00:00,151153,B,FONDS DU LOGEMENT 210021,NaN,"1 159,80","-15 327,27"
4614110000,4815,V,2021-03-09 00:00:00,151154,B,FONDS DU LOGEMENT 210022,NaN,"307,48","-15 634,75"
4614110000,4816,V,2021-03-09 00:00:00,151155,B,FONDS DU LOGEMENT 210023,NaN,"23,80","-15 658,55"
4614110000,4817,V,2021-03-11 00:00:00,151156,B,FONDS DU LOGEMENT 210024,NaN,"59,50","-15 718,05"
4614110000,4818,V,2021-03-22 00:00:00,151157,B,FONDS DU LOGEMENT 210025,NaN,"98,60","-15 816,65"
4614110000,4819,V,2021-03-22 00:00:00,151158,B,KOOB YVETTE,NaN,"8,05","-15 824,70"
4614110000,4820,V,2021-03-24 00:00:00,151159,B,FONDS DU LOGEMENT 210027,NaN,"775,47","-16 600,17"
4614110000,4821,V,2021-03-24 00:00:00,151160,B,FONDS DU LOGEMENT 210028,NaN,"1 436,84","-18 037,01"
4614110000,4822,V,2021-03-29 00:00:00,151161,B,THINK GIRTGEN 210029,NaN,"498,96","-18 535,97"
4614110000,4834,V,2021-03-02 00:00:00,151162,B,CLIENTS CETREL,NaN,"5,44","-18 541,41"
4614110000,4835,V,2021-03-09 00:00:00,151163,B,CAISSE CLIENTS,NaN,"27,67","-18 569,08"
4614110000,4869,A,2021-04-30 00:00:00,1948,B,WASSA 8301548992 1206.11,NaN,"194,79","-18 763,87"
4614110000,4870,A,2021-04-30 00:00:00,1949,B,WASSA 8301546474 2520.78,NaN,"407,11","-19 170,98"
4614110000,4871,A,2021-04-19 00:00:00,1950,B,WASSA 8301544621 143.75,NaN,"23,22","-19 194,20"
4614110000,4872,A,2021-04-19 00:00:00,1951,B,WASSA 8301542487 2458.48,NaN,"397,05","-19 591,25"
4614110000,4873,A,2021-04-19 00:00:00,1952,B,WASSA 8301540696 922.81,NaN,"149,03","-19 740,28"
4614110000,4769,CA,2021-01-18 00:00:00,30,B,WASSA 9300302125,"0,77",NaN,"-19 739,51"
4614110000,4854,V,2021-04-30 00:00:00,151165,B,WAGENER KLEPPER GESTION 210044,NaN,"659,45","-20 398,96"
4614110000,4855,V,2021-04-29 00:00:00,151166,B,FONDS DU LOGEMENT 210043,NaN,"54,47","-20 453,43"
4614110000,4856,V,2021-04-29 00:00:00,151167,B,FONDS DU LOGEMENT 210042,NaN,"661,68","-21 115,11"
4614110000,4857,V,2021-04-29 00:00:00,151168,B,FONDS DU LOGEMENT 210041,NaN,"10,71","-21 125,82"
4614110000,4858,V,2021-04-21 00:00:00,151169,B,FONDS DU LOGEMENT 210040,NaN,"81,35","-21 207,17"
4614110000,4859,V,2021-04-21 00:00:00,151170,B,FONDS DU LOGEMENT 210039,NaN,"1 158,82","-22 365,99"
4614110000,4860,V,2021-04-21 00:00:00,151171,B,FONDS DU LOGEMENT 210038,NaN,"220,94","-22 586,93"
4614110000,4861,V,2021-04-21 00:00:00,151172,B,FONDS DU LOGEMENT 210037,NaN,"650,11","-23 237,04"
4614110000,4862,V,2021-04-19 00:00:00,151173,B,TAFA FATJON 210017,NaN,"77,80","-23 314,84"
4614110000,4863,V,2021-04-19 00:00:00,151174,B,FONDS DU LOGEMENT 210036,NaN,"227,80","-23 542,64"
4614110000,4864,V,2021-04-13 00:00:00,151175,B,TAFA FATJON 210035,NaN,"373,35","-23 915,99"
4614110000,4865,V,2021-04-13 00:00:00,151176,B,ROSSI ETS SCI,NaN,"69,91","-23 985,90"
4614110000,4866,V,2021-04-07 00:00:00,151177,B,FONDS DU LOGEMENT 210032,NaN,"88,40","-24 074,30"
4614110000,4867,V,2021-04-07 00:00:00,151178,B,FONDS DU LOGEMENT 210031,NaN,"959,06","-25 033,36"
4614110000,4868,V,2021-04-07 00:00:00,151179,B,FONDS DU LOGEMENT 210030,NaN,"1 340,61","-26 373,97"
4614110000,4906,V,2021-04-26 00:00:00,151180,B,FONDS DU LOGEMENT 210033,NaN,"465,97","-26 839,94"
4614110000,4921,A,2021-05-31 00:00:00,1968,B,WASSA 8301556965 293.95,NaN,"47,47","-26 887,41"
4614110000,4922,A,2021-05-25 00:00:00,1969,B,WASSA 8301554635 2299.84,NaN,"371,42","-27 258,83"
4614110000,4923,A,2021-05-17 00:00:00,1970,B,WASSA 8301552875 1232.65,NaN,"199,07","-27 457,90"
4614110000,4924,A,2021-05-10 00:00:00,1971,B,WASSA 8301550960 190.90,NaN,"30,83","-27 488,73"
4614110000,4925,CA,2021-04-30 00:00:00,32,B,WASSA 9300305547 85.17,"15,24",NaN,"-27 473,49"
4614110000,4926,CA,2021-04-30 00:00:00,33,B,WASSA 9300305211 64.98,"11,63",NaN,"-27 461,86"
4614110000,4853,V,2021-05-04 00:00:00,151164,B,FONDS DU LOGEMENT 210045,NaN,"735,77","-28 197,63"
4614110000,4910,V,2021-05-31 00:00:00,151181,B,BODRY Alex 210055,NaN,"635,00","-28 832,63"
4614110000,4911,V,2021-05-29 00:00:00,151182,B,ROSSI Cartita 21000026,NaN,"74,39","-28 907,02"
4614110000,4912,V,2021-05-25 00:00:00,151183,B,FONDS DU LOGEMENT 210054,NaN,"229,50","-29 136,52"
4614110000,4913,V,2021-05-25 00:00:00,151184,B,FONDS DU LOGEMENT 210053,NaN,"270,85","-29 407,37"
4614110000,4914,V,2021-05-25 00:00:00,151185,B,CLEES 210051,NaN,"175,44","-29 582,81"
4614110000,4915,V,2021-05-18 00:00:00,151186,B,CLEES 210052,NaN,"330,52","-29 913,33"
4614110000,4916,V,2021-05-11 00:00:00,151187,B,FONDS DU LOGEMENT 210050,NaN,"948,52","-30 861,85"
4614110000,4917,V,2021-05-11 00:00:00,151188,B,FONDS DU LOGEMENT 210049,NaN,"1 155,22","-32 017,07"
4614110000,4918,V,2021-05-11 00:00:00,151189,B,FONDS DU LOGEMENT 210048,NaN,"166,75","-32 183,82"
4614110000,4919,V,2021-05-11 00:00:00,151190,B,FONDS DU LOGEMENT 210047,NaN,"530,90","-32 714,72"
4614110000,4920,V,2021-05-07 00:00:00,151191,B,STEIWER 210046 3% tva,NaN,"114,66","-32 829,38"
4614110000,4977,A,2021-06-30 00:00:00,1989,B,WASSA 8301564724 1546.51,NaN,"249,76","-33 079,14"
4614110000,4983,A,2021-06-07 00:00:00,1995,B,LOREY COMPUTER 210999,NaN,"70,55","-33 149,69"
4614110000,4971,V,2021-06-11 00:00:00,151193,B,FONDS DU LOGEMENT 210059,NaN,"1 097,84","-34 247,53"
4614110000,4972,V,2021-06-11 00:00:00,151194,B,FONDS DU LOGEMENT 210060,NaN,"176,80","-34 424,33"
4614110000,4973,V,2021-06-11 00:00:00,151195,B,FONDS DU LOGEMENT 210061,NaN,"47,60","-34 471,93"
4614110000,4974,V,2021-06-11 00:00:00,151196,B,GBLUX SCI 210062,NaN,"340,00","-34 811,93"
4614110000,4975,V,2021-06-11 00:00:00,151197,B,CREAIMMO SARL 210063,NaN,"799,15","-35 611,08"
4614110000,4976,V,2021-06-29 00:00:00,151198,B,EISIUS NICOLAS 210065,NaN,"60,00","-35 671,08"
4614110000,4990,V,2021-06-18 00:00:00,151199,B,CAISSE CLIENTS,NaN,"9,70","-35 680,78"
4614110000,4991,V,2021-06-18 00:00:00,151200,B,CAISSE CLIENTS,NaN,"0,90","-35 681,68"
4614110000,4999,V,2021-06-10 00:00:00,151201,B,CLIENTS CETREL,NaN,"3,07","-35 684,75"
4614110000,,,,,,Solde compte créditeur,"414,38","36 099,13","-35 684,75"
4614120000,5015,AN,2021-01-01 00:00:00,40,S,REOUVERTURE AU 01.01.2021,NaN,"28 218,73","-28 218,73"
4614120000,4794,BLU05,2021-02-13 00:00:00,1135,B,TVA 10/2020,"4 970,22",NaN,"-23 248,51"
4614120000,,,,,,Solde compte créditeur,"4 970,22","28 218,73","-23 248,51"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"45 642,69","-45 642,69"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) SAL 07/2015,NaN,"4 621,70","-50 264,39"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) SAL 07/2015,NaN,"6 588,08","-56 852,47"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) 07/2015,"19 592,71",NaN,"-37 259,76"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 08/2015,NaN,"3 989,16","-41 248,92"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 08/2015,NaN,"6 230,52","-47 479,44"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 08/2015,NaN,"188,34","-47 667,78"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"19 818,47",NaN,"-27 849,31"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 09/2015,NaN,"4 240,64","-32 089,95"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 09/2015,NaN,"5 395,07","-37 485,02"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"16 472,74",NaN,"-21 012,28"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 527,62","-24 539,90"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"5 293,69",NaN,"-19 246,21"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"5 502,88","-24 749,09"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"204,79","-24 953,88"
